band,link,genres,start_year,end_year,hits
mournblade,http://dbpedia.org/resource/Mournblade_(band),Heavy metal,1982,1989,0
mud,http://dbpedia.org/resource/Mud_(band),Glam rock,1966,1979,1
mumford & sons,http://dbpedia.org/resource/Mumford_&_Sons,Alternative rock|Folk rock,2007,0,114
necromandus,http://dbpedia.org/resource/Necromandus,Progressive rock,1970,1973,1
nemhain,http://dbpedia.org/resource/Nemhain_(band),Rock music,2006,0,0
nick straker band,http://dbpedia.org/resource/Nick_Straker_Band,New wave,1980,1980,0
over the rainbow,http://dbpedia.org/resource/Over_the_Rainbow_(band),Hard rock|Heavy metal,2008,0,4
page and plant,http://dbpedia.org/resource/Page_and_Plant,Blues rock|Folk rock|Hard rock,1994,1998,16
paperhouse,http://dbpedia.org/resource/Paperhouse_(band),Psychedelic rock,1988,1994,0
pepsi & shirlie,http://dbpedia.org/resource/Pepsi_&_Shirlie,Dance-rock,1985,1991,0
psychic tv,http://dbpedia.org/resource/Psychic_TV,Post-punk|Psychedelic rock,1982,1999,9
q-feel,http://dbpedia.org/resource/Q-Feel,New wave,1981,1984,0
queen + paul rodgers,http://dbpedia.org/resource/Queen_+_Paul_Rodgers,Rock music,2004,2009,1
racing glaciers,http://dbpedia.org/resource/Racing_Glaciers,Alternative rock,2012,0,0
stone gods,http://dbpedia.org/resource/Stone_Gods,Hard rock|Heavy metal,2006,2006,0
the house of love,http://dbpedia.org/resource/The_House_of_Love,Alternative rock|Indie rock|Indietronica,1986,0,0
the jimi hendrix experience,http://dbpedia.org/resource/The_Jimi_Hendrix_Experience,Blues rock|Hard rock|Psychedelic rock,1966,1969,35
girlschool,http://dbpedia.org/resource/Girlschool,Hard rock|Heavy metal|Rock music,1978,0,0
phoria,http://dbpedia.org/resource/Phoria,Alternative rock,2010,0,0
plastic ono band,http://dbpedia.org/resource/Plastic_Ono_Band,Rock music,1969,1974,12
praying mantis,http://dbpedia.org/resource/Praying_Mantis_(band),Hard rock|Heavy metal,1974,0,0
presence,http://dbpedia.org/resource/Presence_(band),Heavy metal|New wave|Punk rock,1990,1990,0
psycho motel,http://dbpedia.org/resource/Psycho_Motel,Hard rock|Progressive rock,1995,1995,0
public image ltd,http://dbpedia.org/resource/Public_Image_Ltd,Alternative rock|Experimental rock|Post-punk,1978,1992,2
queen + adam lambert,http://dbpedia.org/resource/Queen_+_Adam_Lambert,Rock music,2011,0,0
radio silence,http://dbpedia.org/resource/Radio_Silence_(band),Alternative rock,2005,0,1
refugee,http://dbpedia.org/resource/Refugee_(band),Jazz fusion|Jazz rock|Progressive rock,1973,0,6
reign of fury,http://dbpedia.org/resource/Reign_of_Fury,Heavy metal,2009,2009,0
rinaldi sings,http://dbpedia.org/resource/Rinaldi_Sings,Power pop,2001,0,0
rise to remain,http://dbpedia.org/resource/Rise_to_Remain,Heavy metal,2006,2015,0
roxy music,http://dbpedia.org/resource/Roxy_Music,Art rock|Glam rock|New wave|Progressive rock,1972,0,101
sam gopal,http://dbpedia.org/resource/Sam_Gopal,Psychedelic rock,1966,1970,0
savoy brown,http://dbpedia.org/resource/Savoy_Brown,Blues rock|Hard rock|Psychedelic rock,1965,0,14
secret affair,http://dbpedia.org/resource/Secret_Affair,Power pop,1979,1982,0
sector 27,http://dbpedia.org/resource/Sector_27,New wave|Punk rock,1979,1981,1
shit and shine,http://dbpedia.org/resource/Shit_and_Shine,Noise rock,2004,0,0
silent jack,http://dbpedia.org/resource/Silent_Jack,Hard rock|Heavy metal,2009,0,0
small faces,http://dbpedia.org/resource/Small_Faces,Beat|Rock music,1965,1969,11
smile,http://dbpedia.org/resource/Smile_(band),Blues rock|Progressive rock|Psychedelic rock,1968,0,0
sniff 'n' the tears,http://dbpedia.org/resource/Sniff_'n'_the_Tears,New wave|Rock music|Soft rock,1977,1983,0
spinal tap,http://dbpedia.org/resource/Spinal_Tap_(band),Hard rock|Heavy metal|Psychedelic rock,1964,1984,33
spizzenergi,http://dbpedia.org/resource/Spizzenergi,New wave|Punk rock,1979,1982,0
squeeze,http://dbpedia.org/resource/Squeeze_(band),New wave|Pop rock|Post-punk|Power pop,1974,0,16
steeleye span,http://dbpedia.org/resource/Steeleye_Span,Folk rock,1969,1978,20
stereolab,http://dbpedia.org/resource/Stereolab,Experimental rock|Indie rock|Indietronica|Post-rock,1990,2009,77
stiff dylans,http://dbpedia.org/resource/Stiff_Dylans,Pop rock,2008,0,0
stretch,http://dbpedia.org/resource/Stretch_(band),Blues rock|Pop rock,1974,0,3
suede,http://dbpedia.org/resource/Suede_(band),Alternative rock,1989,2003,16
sugarmonkey,http://dbpedia.org/resource/Sugarmonkey,Indie rock|Indietronica,2003,0,0
supertramp,http://dbpedia.org/resource/List_of_Supertramp_band_members,Art rock|Progressive rock|Rock music,1969,1988,38
sweet substitute,http://dbpedia.org/resource/Sweet_Substitute,Jazz fusion|Jazz rock,1975,1975,2
syren,http://dbpedia.org/resource/Syren_(band),Folk rock,2006,2014,1
t. rex,http://dbpedia.org/resource/T._Rex_(band),Glam rock,1967,1977,47
the armoury show,http://dbpedia.org/resource/The_Armoury_Show,New wave|Post-punk,1983,1983,0
the auteurs,http://dbpedia.org/resource/The_Auteurs,Alternative rock|Baroque pop,1991,1999,4
the belle stars,http://dbpedia.org/resource/The_Belle_Stars,New wave|Pop rock,1980,1986,1
the blow monkeys,http://dbpedia.org/resource/The_Blow_Monkeys,New wave,1981,1990,1
the brian may band,http://dbpedia.org/resource/The_Brian_May_Band,Rock music,1991,1993,0
the clash,http://dbpedia.org/resource/The_Clash,Punk rock,1976,1986,191
the creatures,http://dbpedia.org/resource/The_Creatures,Art rock,1981,2005,2
the dirty mac,http://dbpedia.org/resource/The_Dirty_Mac,Blues rock|Hard rock,1968,1968,3
the dream academy,http://dbpedia.org/resource/The_Dream_Academy,Folk rock,1983,1983,2
the family dogg,http://dbpedia.org/resource/The_Family_Dogg,Rock music,1966,1976,0
the fireman,http://dbpedia.org/resource/The_Fireman_(band),Experimental rock|Hard rock|Psychedelic rock|Rock music,1993,0,6
the flying lizards,http://dbpedia.org/resource/The_Flying_Lizards,New wave|Post-punk,1976,1984,0
the hangmen,http://dbpedia.org/resource/The_Hangmen,Punk rock|Rock music,1991,1991,0
the jeff beck group,http://dbpedia.org/resource/The_Jeff_Beck_Group,Blues rock|Hard rock|Jazz fusion|Jazz rock|Psychedelic rock,1967,0,7
the kinks,http://dbpedia.org/resource/List_of_the_Kinks_band_members,Rock music,1964,1996,184
the korgis,http://dbpedia.org/resource/The_Korgis,New wave,1978,1982,0
the london cowboys,http://dbpedia.org/resource/The_London_Cowboys,Garage rock|Glam rock|Punk rock|Rock music,1980,1987,0
the motors,http://dbpedia.org/resource/The_Motors,New wave|Power pop,1977,1982,2
the nice,http://dbpedia.org/resource/The_Nice,Art rock|Jazz fusion|Jazz rock|Progressive rock|Psychedelic rock,1967,0,38
the police,http://dbpedia.org/resource/The_Police,New wave|Reggae rock,1977,1986,269
the power station,http://dbpedia.org/resource/The_Power_Station_(band),Dance-rock|Hard rock|New wave|Pop rock,1984,0,14
the raincoats,http://dbpedia.org/resource/The_Raincoats,Experimental rock|Post-punk,1977,1984,4
the records,http://dbpedia.org/resource/The_Records,New wave|Power pop,1978,0,0
the rubettes,http://dbpedia.org/resource/The_Rubettes,Glam rock,1973,1980,0
the rutles,http://dbpedia.org/resource/The_Rutles,Rock music,1975,1978,5
the ruts / ruts dc,http://dbpedia.org/resource/The_Ruts,Punk rock,1977,1983,0
the saints,http://dbpedia.org/resource/The_Saints_(1960s_band),Surf music,1963,1965,0
the servants,http://dbpedia.org/resource/The_Servants,Art rock|Indie rock|Indietronica,1985,1991,0
the slits,http://dbpedia.org/resource/The_Slits,Experimental rock|Post-punk|Punk rock,1976,1982,9
the sweet,http://dbpedia.org/resource/The_Sweet,Glam rock|Hard rock,1968,1968,0
the tears,http://dbpedia.org/resource/The_Tears,Alternative rock,2004,2004,0
the ward brothers,http://dbpedia.org/resource/The_Ward_Brothers,New wave|Pop rock,1986,1987,0
the world of oz,http://dbpedia.org/resource/World_of_Oz,Psychedelic rock,1968,1969,0
the zimmers,http://dbpedia.org/resource/The_Zimmers,Rock music,2007,0,2
then jerico,http://dbpedia.org/resource/Then_Jerico,Alternative rock|New wave|Pop rock,1983,0,0
this mortal coil,http://dbpedia.org/resource/This_Mortal_Coil,Post-punk,1983,1991,2
through solace,http://dbpedia.org/resource/Through_Solace,Post-rock,2005,2010,0
tintern abbey,http://dbpedia.org/resource/Tintern_Abbey_(band),Psychedelic rock,1967,1967,0
to kill a king,http://dbpedia.org/resource/To_Kill_a_King_(band),Folk rock|Rock music,2009,0,0
tom robinson band,http://dbpedia.org/resource/Tom_Robinson_Band,New wave|Punk rock,1976,1979,0
tomorrow,http://dbpedia.org/resource/Tomorrow_(band),Psychedelic rock,1967,1968,2
tormé,http://dbpedia.org/resource/Tormé,Hard rock,1984,1996,0
toyah,http://dbpedia.org/resource/Toyah_(band),New wave|Punk rock|Rock music,1977,1983,0
tubeway army,http://dbpedia.org/resource/Tubeway_Army,New wave|Post-punk,1976,1979,0
u.k. subs,http://dbpedia.org/resource/U.K._Subs,Punk rock,1976,0,2
ultravox,http://dbpedia.org/resource/Ultravox,Art rock|New wave|Post-punk,1974,1987,5
vant,http://dbpedia.org/resource/VANT_(band),Garage rock|Indie rock|Indietronica|Punk rock,2014,0,0
visage,http://dbpedia.org/resource/Visage_(band),New wave,1978,1985,1
warhorse,http://dbpedia.org/resource/Warhorse_(British_band),Hard rock|Heavy metal|Progressive rock,1970,1974,4
warm dust,http://dbpedia.org/resource/Warm_Dust,Progressive rock,1970,1972,0
wings,http://dbpedia.org/resource/Wings_(band),Rock music,1971,0,86
wire,http://dbpedia.org/resource/Wire_(band),Alternative rock|Experimental rock|Post-punk|Punk rock,1976,1980,5
x-ray spex,http://dbpedia.org/resource/X-Ray_Spex,New wave|Punk rock,1976,1979,0
yes,http://dbpedia.org/resource/Yes_(band),Art rock|Progressive rock,1968,0,0
'o' level,http://dbpedia.org/resource/'O'_Level,Post-punk|Punk rock,1976,1980,0
801,http://dbpedia.org/resource/801_(band),Art rock|Experimental rock|Progressive rock,1976,1977,0
ambassadors of shalom,http://dbpedia.org/resource/Ambassadors_of_Shalom,Punk rock,2012,0,0
crippled black phoenix,http://dbpedia.org/resource/Crippled_Black_Phoenix,Experimental rock|Post-rock|Progressive rock,2004,0,0
elmer gantry's velvet opera,http://dbpedia.org/resource/Elmer_Gantry's_Velvet_Opera,Psychedelic rock|Rock music,1967,1971,0
jane from occupied europe,http://dbpedia.org/resource/Jane_from_Occupied_Europe_(band),Alternative rock|Indie rock|Indietronica,1988,1992,0
alexis blue,http://dbpedia.org/resource/Alexis_Blue,Indie rock|Indietronica,2005,2005,0
all living fear,http://dbpedia.org/resource/All_Living_Fear,Alternative rock|Post-punk,1992,1992,0
amazing blondel,http://dbpedia.org/resource/Amazing_Blondel,Progressive rock,1969,1969,1
amebix,http://dbpedia.org/resource/Amebix,Heavy metal|Punk rock,1978,1987,0
androids of mu,http://dbpedia.org/resource/Androids_of_Mu,Post-punk,1979,1983,0
andy vine,http://dbpedia.org/resource/Andy_Vine,Folk rock,1960,0,0
angletrax,http://dbpedia.org/resource/Angletrax,New wave|Punk rock,1970,1970,0
anti-establishment,http://dbpedia.org/resource/Anti-Establishment_(band),Punk rock,1978,1983,0
armageddon,http://dbpedia.org/resource/Armageddon_(British_band),Hard rock|Progressive rock,1974,1974,21
atomkraft,http://dbpedia.org/resource/Atomkraft,Heavy metal,1979,1988,0
audience,http://dbpedia.org/resource/Audience_(band),Art rock|Progressive rock,1969,1969,2
automatics,http://dbpedia.org/resource/Automatics,Punk rock,1976,1976,1
awaken,http://dbpedia.org/resource/Awaken_(band),Art rock|Hard rock|Progressive rock,1988,0,0
axis point,http://dbpedia.org/resource/Axis_Point,Blues rock|Rock music,1978,1980,0
bad news,http://dbpedia.org/resource/Bad_News_(band),Heavy metal,1983,1983,8
baker gurvitz army,http://dbpedia.org/resource/Baker_Gurvitz_Army,Hard rock|Progressive rock,1974,1974,1
ballas hough band,http://dbpedia.org/resource/Ballas_Hough_Band,Pop rock,2005,0,0
beautiful people,http://dbpedia.org/resource/Beautiful_People_(band),Rock music,1990,0,0
big bam boo,http://dbpedia.org/resource/Big_Bam_Boo,Pop rock,1987,1989,0
blue zoo,http://dbpedia.org/resource/Blue_Zoo,New wave,1980,1985,0
bonham,http://dbpedia.org/resource/Bonham_(band),Hard rock|Heavy metal,1989,1997,0
box of toys,http://dbpedia.org/resource/Box_of_Toys,New wave,1982,1984,0
broken english,http://dbpedia.org/resource/Broken_English_(band),Rock music,1987,1991,8
candidate,http://dbpedia.org/resource/Candidate_(band),Folk rock,1998,0,0
catch,http://dbpedia.org/resource/Catch_(band),Alternative rock,1997,1999,3
celtic cross,http://dbpedia.org/resource/Celtic_Cross_(band),Psychedelic rock,1998,0,1
crimson jazz trio,http://dbpedia.org/resource/Crimson_Jazz_Trio,Jazz fusion|Jazz rock,2005,2007,0
dream of an opium eater,http://dbpedia.org/resource/Dream_of_an_Opium_Eater,Heavy metal,2007,2007,0
hughes turner project,http://dbpedia.org/resource/Hughes_Turner_Project,Funk rock|Hard rock,2001,2004,0
"meanwhile, back in communist russia…","http://dbpedia.org/resource/Meanwhile,_Back_in_Communist_Russia…",Post-rock,1999,2004,0
rikki and the last days of earth,http://dbpedia.org/resource/Rikki_and_the_Last_Days_of_Earth,New wave|Post-punk|Punk rock,1976,1976,0
ten tonne dozer (band),http://dbpedia.org/resource/Ten_Tonne_Dozer,Hard rock|Heavy metal,2005,0,0
the company of snakes,http://dbpedia.org/resource/The_Company_of_Snakes,Blues rock|Hard rock,1998,2004,0
the flowers of romance,http://dbpedia.org/resource/The_Flowers_of_Romance_(band),Punk rock,1976,1977,0
the rose of avalanche,http://dbpedia.org/resource/The_Rose_of_Avalanche,Alternative rock|Post-punk,1984,1993,0
the seal cub clubbing club,http://dbpedia.org/resource/The_Seal_Cub_Clubbing_Club,Indie rock|Indietronica,2003,2012,0
placebo,,Alternative rock,1994,0,3
white belt yellow tag,http://dbpedia.org/resource/White_Belt_Yellow_Tag,Alternative rock|Noise rock,2008,0,0
blanket of secrecy,http://dbpedia.org/resource/Blanket_of_Secrecy,New wave|Pop rock,1982,1982,0
blitzkrieg bop,http://dbpedia.org/resource/Blitzkrieg_Bop_(band),Punk rock,1977,1979,0
blue mink,http://dbpedia.org/resource/Blue_Mink,Rock music,1969,1977,0
cat's eyes,http://dbpedia.org/resource/Cat's_Eyes,Alternative rock|Experimental rock,2011,0,0
cockney rejects,http://dbpedia.org/resource/Cockney_Rejects,Punk rock,1978,0,0
colin hicks & the cabin boys,http://dbpedia.org/resource/Colin_Hicks_&_The_Cabin_Boys,Beat,1950,1950,0
coverdale•page,http://dbpedia.org/resource/Coverdale•Page,Blues rock|Hard rock|Heavy metal,1991,1993,0
demon fuzz,http://dbpedia.org/resource/Demon_Fuzz,Psychedelic rock,1968,1972,0
do me bad things,http://dbpedia.org/resource/Do_Me_Bad_Things,Heavy metal|Rock music,2003,2003,0
done lying down,http://dbpedia.org/resource/Done_Lying_Down,Indie rock|Indietronica,1993,1993,0
draven,http://dbpedia.org/resource/Draven_(band),Rock music,2004,0,2
drum theatre,http://dbpedia.org/resource/Drum_Theatre_(musical_group),Pop rock,1985,1987,0
pure reason revolution,http://dbpedia.org/resource/Pure_Reason_Revolution,Alternative rock|Progressive rock,2003,2003,0
the dukes of stratosphear,http://dbpedia.org/resource/The_Dukes_of_Stratosphear,Psychedelic rock,1984,1987,0
day 21,http://dbpedia.org/resource/Day_21,Punk rock,2008,2011,0
death in june,http://dbpedia.org/resource/Death_in_June,Post-punk,1981,0,0
english evenings,http://dbpedia.org/resource/English_Evenings,New wave,1983,1986,0
fabulous,http://dbpedia.org/resource/Fabulous_(band),Indie rock|Indietronica,1991,1993,2
fabulous poodles,http://dbpedia.org/resource/Fabulous_Poodles,New wave,1975,1980,0
fair weather,http://dbpedia.org/resource/Fair_Weather,Hard rock,1970,1971,0
faith global,http://dbpedia.org/resource/Faith_Global,New wave|Post-punk,1982,1983,0
fastway,http://dbpedia.org/resource/Fastway_(band),Hard rock|Heavy metal,1983,0,0
fin,http://dbpedia.org/resource/Fin_(band),Alternative rock|Rock music,2011,0,1
firebird,http://dbpedia.org/resource/Firebird_(band),Blues rock,1999,2011,0
fischer-z,http://dbpedia.org/resource/Fischer-Z,New wave|Rock music,1976,2002,0
fools dance,http://dbpedia.org/resource/Fools_Dance,New wave|Progressive rock|Punk rock,1983,1983,0
forgodsake,http://dbpedia.org/resource/Forgodsake,Hard rock,1990,1996,0
freebass,http://dbpedia.org/resource/Freebass,Alternative rock,2005,2010,0
freeheat,http://dbpedia.org/resource/Freeheat,Indie rock|Indietronica,1999,0,1
friends again,http://dbpedia.org/resource/Friends_Again_(band),New wave,1982,1984,0
frost*,http://dbpedia.org/resource/Frost*,Pop rock|Progressive rock,2004,2006,0
fuze,http://dbpedia.org/resource/Fuze_(band),Pop rock,2010,0,0
galahad,http://dbpedia.org/resource/Galahad_(UK_band),Progressive rock,1985,1985,5
gene loves jezebel,http://dbpedia.org/resource/Gene_Loves_Jezebel,Alternative rock|Hard rock|New wave|Post-punk,1980,1980,0
gilgamesh,http://dbpedia.org/resource/Gilgamesh_(band),Jazz fusion|Jazz rock,1972,1975,6
gillan,http://dbpedia.org/resource/Gillan_(band),Hard rock|Heavy metal,1978,1982,1
glittermen,http://dbpedia.org/resource/Glittermen,Glam rock,1972,1972,0
godot,http://dbpedia.org/resource/Godot_(band),New wave,1980,1981,0
gps,http://dbpedia.org/resource/GPS_(band),Progressive rock|Rock music,2006,2006,10
grand prix,http://dbpedia.org/resource/Grand_Prix_(band),Hard rock|Heavy metal|Pop rock,1978,1984,4
gravy train,http://dbpedia.org/resource/Gravy_Train_(band),Progressive rock,1970,1975,2
grimms,http://dbpedia.org/resource/Grimms,Pop rock,1972,1976,4
groundhogs,http://dbpedia.org/resource/The_Groundhogs,Blues rock|Psychedelic rock,1963,0,3
gtr,http://dbpedia.org/resource/GTR_(band),Progressive rock,1985,1985,1
guns 'n' wankers,http://dbpedia.org/resource/Guns_n'_Wankers,Punk rock,1991,1994,0
hedgehog pie,http://dbpedia.org/resource/Hedgehog_Pie,Folk rock,1971,0,0
galactus jack,http://dbpedia.org/resource/Galactus_Jack,Rock music,2008,0,0
headspace,http://dbpedia.org/resource/Headspace_(band),Progressive rock,2006,0,0
hello,http://dbpedia.org/resource/Hello_(band),Glam rock,1971,1971,0
hepburn,http://dbpedia.org/resource/Hepburn_(band),Pop rock,1997,2000,9
high tide,http://dbpedia.org/resource/High_Tide_(band),Heavy metal|Progressive rock|Psychedelic rock,1969,1970,0
history of guns,http://dbpedia.org/resource/History_of_Guns,Alternative rock|Indie rock|Indietronica|Punk rock,1996,1996,0
home,http://dbpedia.org/resource/Home_(UK_band),Progressive rock|Rock music,1971,1971,0
