band,link,genres,start_year,end_year
broadway calls,http://dbpedia.org/resource/Broadway_Calls,Punk rock,2005,2005
bronze radio return,http://dbpedia.org/resource/Bronze_Radio_Return,Alternative rock|Indie rock|Indietronica|Roots rock,2007,0
brother henry,http://dbpedia.org/resource/Brother_Henry,Alternative rock|Rock music|Southern rock,2004,0
buckcherry,http://dbpedia.org/resource/Buckcherry,Hard rock,1995,2002
buffalocomotive,http://dbpedia.org/resource/Buffalocomotive,Hard rock,2012,0
built to spill,http://dbpedia.org/resource/Built_to_Spill,Indie rock|Indietronica,1992,0
bulimia banquet,http://dbpedia.org/resource/Bulimia_Banquet,Heavy metal|Punk rock,1986,1991
bulletboys,http://dbpedia.org/resource/BulletBoys,Heavy metal,1987,1987
bullets and octane,http://dbpedia.org/resource/Bullets_and_Octane,Hard rock,1998,0
bully,http://dbpedia.org/resource/Bully_(band),Alternative rock|Indie rock|Indietronica|Punk rock,2013,0
burn witch burn,http://dbpedia.org/resource/Burn_Witch_Burn,Punk rock,1994,2001
bush tetras,http://dbpedia.org/resource/Bush_Tetras,Post-punk,1979,1983
butt trumpet,http://dbpedia.org/resource/Butt_Trumpet,Punk rock,1990,0
butterglory,http://dbpedia.org/resource/Butterglory,Indie rock|Indietronica,1992,1992
by surprise,http://dbpedia.org/resource/By_Surprise_(band),Indie rock|Indietronica|Punk rock,2007,0
c-clamp,http://dbpedia.org/resource/C-Clamp_(band),Indie rock|Indietronica,1994,1999
c.a. quintet,http://dbpedia.org/resource/C.A._Quintet,Psychedelic rock,1966,1971
cactus,http://dbpedia.org/resource/Cactus_(American_band),Blues rock|Hard rock|Heavy metal,1969,1972
calibretto 13,http://dbpedia.org/resource/Calibretto_13,Punk rock,1997,2004
california breed,http://dbpedia.org/resource/California_Breed,Blues rock|Hard rock,2013,2015
california wives,http://dbpedia.org/resource/California_Wives,Indie rock|Indietronica,2009,0
calla,http://dbpedia.org/resource/Calla_(band),Indie rock|Indietronica|Post-rock,1997,0
calle 13,http://dbpedia.org/resource/Calle_13_(band),Indie rock|Indietronica|Rap rock|Rapcore,2004,2015
callow,http://dbpedia.org/resource/Callow_(band),Experimental rock|Indie rock|Indietronica,2009,0
camber,http://dbpedia.org/resource/Camber_(band),Indie rock|Indietronica,1996,2003
camera can't lie,http://dbpedia.org/resource/Camera_Can't_Lie,Alternative rock,2005,0
camper van beethoven,http://dbpedia.org/resource/Camper_Van_Beethoven,Alternative rock,1983,1990
can can,http://dbpedia.org/resource/Can_Can_(band),Garage rock|Punk rock,2007,2011
candlebox,http://dbpedia.org/resource/Candlebox,Hard rock,1990,2000
candlefuse,http://dbpedia.org/resource/Candlefuse,Hard rock,1999,0
canned heat,http://dbpedia.org/resource/Canned_Heat,Blues rock,1965,0
car seat headrest,http://dbpedia.org/resource/Car_Seat_Headrest,Indie rock|Indietronica,2010,0
carbon leaf,http://dbpedia.org/resource/Carbon_Leaf,Folk rock|Indie rock|Indietronica|Roots rock,1992,0
carmen,http://dbpedia.org/resource/Carmen_(band),Progressive rock,1970,1975
carpetbagger,http://dbpedia.org/resource/Carpetbagger_(band),Southern rock,2012,2012
carrollton,http://dbpedia.org/resource/Carrollton_(band),Pop rock,2008,0
casey neill,http://dbpedia.org/resource/Casey_Neill,Rock music,1994,0
casket salesmen,http://dbpedia.org/resource/Casket_Salesmen,Progressive rock|Psychedelic rock,2006,2010
cassandra syndrome,http://dbpedia.org/resource/Cassandra_Syndrome_(band),Hard rock|Heavy metal,2005,2014
cassino,http://dbpedia.org/resource/Cassino_(band),Folk rock|Indie rock|Indietronica,2005,2005
cast iron hike,http://dbpedia.org/resource/Cast_Iron_Hike,Punk rock,1994,1997
castaneda,http://dbpedia.org/resource/Castaneda_(band),Indie rock|Indietronica|New wave,2007,0
caterwaul,http://dbpedia.org/resource/Caterwaul_(band),Alternative rock|Indie rock|Indietronica|Post-rock|Rock music,1987,1987
catfish haven,http://dbpedia.org/resource/Catfish_Haven,Rock music,2004,0
catherine,http://dbpedia.org/resource/Catherine_(alternative_rock_band),Alternative rock|Indie rock|Indietronica,1985,1985
cayucas,http://dbpedia.org/resource/Cayucas,Surf music,2012,0
cedar avenue,http://dbpedia.org/resource/Cedar_Avenue_(band),Pop rock,2005,0
cell,http://dbpedia.org/resource/Cell_(American_band),Alternative rock|Indie rock|Indietronica,1990,1995
cellador,http://dbpedia.org/resource/Cellador,Heavy metal,2004,0
ceremony,http://dbpedia.org/resource/Ceremony_(punk_band),Post-punk|Punk rock,2005,0
certain distant suns,http://dbpedia.org/resource/Certain_Distant_Suns,Alternative rock,1988,1996
chain reaction,http://dbpedia.org/resource/Chain_Reaction_(1960s_band),Garage rock|Hard rock|Psychedelic rock,1964,1964
chainsaw kittens,http://dbpedia.org/resource/Chainsaw_Kittens,Alternative rock|Glam rock,1989,1989
chalk farm,http://dbpedia.org/resource/Chalk_FarM_(band),Alternative rock,1992,1992
channel 3,http://dbpedia.org/resource/Channel_3_(band),Punk rock,1980,1980
charalambides,http://dbpedia.org/resource/Charalambides,Post-rock,1991,0
charity,http://dbpedia.org/resource/The_Crusaders_(1960s_garage_band),Garage rock|Psychedelic rock,1966,1967
charlotte,http://dbpedia.org/resource/Charlotte_(American_band),Blues rock|Hard rock|Heavy metal,1986,1996
chastain,http://dbpedia.org/resource/Chastain_(band),Heavy metal,1984,0
chastity belt,http://dbpedia.org/resource/Chastity_Belt_(band),Alternative rock|Indie rock|Indietronica|Pop rock,2013,0
cheap girls,http://dbpedia.org/resource/Cheap_Girls,Heartland rock|Indie rock|Indietronica|Power pop|Punk rock,2007,0
cheap trick,http://dbpedia.org/resource/Cheap_Trick,Hard rock|Power pop|Rock music,1973,0
cheer-accident,http://dbpedia.org/resource/Cheer-Accident,Alternative rock|Progressive rock|Punk rock,1981,1981
cheeseburger,http://dbpedia.org/resource/Cheeseburger_(band),Hard rock|Power pop,2005,0
chelsea,http://dbpedia.org/resource/Chelsea_(American_band),Pop rock,1970,1971
chelsea light moving,http://dbpedia.org/resource/Chelsea_Light_Moving,Alternative rock|Experimental rock,2012,0
chemical people,http://dbpedia.org/resource/Chemical_People,Punk rock,1986,1986
chicago,http://dbpedia.org/resource/Chicago_(band),Rock music|Soft rock,1967,0
chief,http://dbpedia.org/resource/Chief_(band),Folk rock|Rock music,2008,0
child abuse,http://dbpedia.org/resource/Child_Abuse_(band),Noise rock|Progressive rock|Rock music,2004,0
child's play,http://dbpedia.org/resource/Child's_Play_(band),Hard rock|Heavy metal,1983,1995
chingon,http://dbpedia.org/resource/Chingon_(band),Rock music,2003,0
chokebore,http://dbpedia.org/resource/Chokebore,Alternative rock|Indie rock|Indietronica,1993,2005
chris & jenna,http://dbpedia.org/resource/Chris_&_Jenna,Power pop,2009,0
christian death,http://dbpedia.org/resource/Christian_Death,Post-punk|Punk rock,1979,0
christians & lions,http://dbpedia.org/resource/Christians_&_Lions,Indie rock|Indietronica,2004,0
christie front drive,http://dbpedia.org/resource/Christie_Front_Drive,Indie rock|Indietronica,1993,0
chronic future,http://dbpedia.org/resource/Chronic_Future,Alternative rock|Experimental rock|Rap rock|Rapcore,1995,2009
chuck cleaver,http://dbpedia.org/resource/Chuck_Cleaver,Indie rock|Indietronica,1990,0
churchill,http://dbpedia.org/resource/Churchill_(band),Alternative rock|Folk rock,2009,2013
churchwood,http://dbpedia.org/resource/Churchwood,Alternative rock|Blues rock|Experimental rock|Post-punk,2007,0
cigar,http://dbpedia.org/resource/Cigar_(band),Punk rock,1996,1996
cinder,http://dbpedia.org/resource/Cinder_(band),Alternative rock,1999,0
cinder road,http://dbpedia.org/resource/Cinder_Road,Hard rock,1998,2007
cinderella,http://dbpedia.org/resource/Cinderella_(band),Blues rock|Hard rock|Heavy metal,1983,1995
circa,http://dbpedia.org/resource/Circa_(band),Progressive rock,2006,0
circa survive,http://dbpedia.org/resource/Circa_Survive,Alternative rock|Experimental rock|Indie rock|Indietronica|Progressive rock,2004,2004
circle ii circle,http://dbpedia.org/resource/Circle_II_Circle,Heavy metal,2001,2001
circle jerks,http://dbpedia.org/resource/Circle_Jerks,Punk rock,1979,1990
circle of dust,http://dbpedia.org/resource/Circle_of_Dust,Industrial rock,1988,1988
circle x,http://dbpedia.org/resource/Circle_X,Experimental rock|Post-punk,1978,1995
circo,http://dbpedia.org/resource/Circo_(band),Alternative rock|New wave,2001,0
circulatory system,http://dbpedia.org/resource/Circulatory_System_(band),Indie rock|Indietronica,2000,2000
circus diablo,http://dbpedia.org/resource/Circus_Diablo,Alternative rock,2006,2006
circus of power,http://dbpedia.org/resource/Circus_of_Power,Hard rock|Heavy metal,1986,1995
cirex,http://dbpedia.org/resource/Cirex,Rock music,2009,0
cirith ungol,http://dbpedia.org/resource/Cirith_Ungol_(band),Heavy metal,1972,1992
citizen,http://dbpedia.org/resource/Citizen_(band),Indie rock|Indietronica,2009,0
city (comma) state,http://dbpedia.org/resource/City_(Comma)_State,Alternative rock,2010,2011
city of sound,http://dbpedia.org/resource/City_of_sound,Progressive rock|Rock music,2006,0
civ,http://dbpedia.org/resource/CIV_(band),Punk rock,1994,1994
clear static,http://dbpedia.org/resource/Clear_Static,Dance-rock|New wave,2002,2002
cloud cult,http://dbpedia.org/resource/Cloud_Cult,Art rock|Baroque pop|Experimental rock,1995,0
cloud nothings,http://dbpedia.org/resource/Cloud_Nothings,Indie rock|Indietronica|Noise rock|Post-punk|Power pop,2009,0
clover,http://dbpedia.org/resource/Clover_(band),Rock music,1967,1978
coachwhips,http://dbpedia.org/resource/Coachwhips,Noise rock,2001,2005
cobra skulls,http://dbpedia.org/resource/Cobra_Skulls,Punk rock,2005,2013
coconut records,http://dbpedia.org/resource/Coconut_Records_(musician),Rock music,2006,0
codeine,http://dbpedia.org/resource/Codeine_(band),Indie rock|Indietronica|Post-rock,1989,1994
codename mike,http://dbpedia.org/resource/Codename_Mike,Alternative rock|Rock music,2009,0
codeseven,http://dbpedia.org/resource/Codeseven,Alternative rock|Experimental rock,1995,1995
coke weed,http://dbpedia.org/resource/Coke_Weed,Indie rock|Indietronica|Psychedelic rock,2010,0
cold,http://dbpedia.org/resource/Cold_(band),Alternative rock|Hard rock,1996,2006
cold water army,http://dbpedia.org/resource/Cold_Water_Army,Funk rock|Punk rock,1988,1995
cold water flat,http://dbpedia.org/resource/Cold_Water_Flat,Alternative rock,1990,1990
collective soul,http://dbpedia.org/resource/Collective_Soul,Alternative rock|Hard rock,1992,0
collider,http://dbpedia.org/resource/Collider_(band),Alternative rock|Indie rock|Indietronica|Power pop|Punk rock,1997,2004
collinz room,http://dbpedia.org/resource/Collinz_Room,Hard rock|Indie rock|Indietronica|Punk rock,2002,0
colortone,http://dbpedia.org/resource/Colortone_(band),Pop rock,1980,1980
come,http://dbpedia.org/resource/Come_(American_band),Alternative rock|Blues rock,1990,2001
come wind,http://dbpedia.org/resource/Come_Wind,Alternative rock,2008,2008
comet,http://dbpedia.org/resource/Comet_(band),Indie rock|Indietronica,1993,1993
comets on fire,http://dbpedia.org/resource/Comets_on_Fire,Blues rock|Garage rock|Noise rock|Psychedelic rock,1999,2008
common children,http://dbpedia.org/resource/Common_Children,Alternative rock,1995,1995
common shiner,http://dbpedia.org/resource/Common_Shiner_(band),Indie rock|Indietronica,2002,0
communist daughter,http://dbpedia.org/resource/Communist_Daughter,Indie rock|Indietronica,2009,2009
comparative anatomy,http://dbpedia.org/resource/Comparative_Anatomy_(band),Experimental rock,2009,2011
concrete blonde,http://dbpedia.org/resource/Concrete_Blonde,Alternative rock,1982,1995
concrete injection,http://dbpedia.org/resource/Concrete_Injection,Rock music,2012,0
consonant,http://dbpedia.org/resource/Consonant_(band),Alternative rock,2001,0
constants,http://dbpedia.org/resource/Constants_(band),Indie rock|Indietronica|Post-rock,2003,0
consumed by fire,http://dbpedia.org/resource/Consumed_by_Fire,Folk rock|Heartland rock|Pop rock|Roots rock|Southern rock,2010,0
conveyor,http://dbpedia.org/resource/Conveyor_(band),Art rock|Experimental rock|Indie rock|Indietronica|Psychedelic rock,2011,0
cool hand luke,http://dbpedia.org/resource/Cool_Hand_Luke_(band),Alternative rock,1998,2011
cop shoot cop,http://dbpedia.org/resource/Cop_Shoot_Cop,Industrial rock|Noise rock|Post-punk,1987,1996
corporal,http://dbpedia.org/resource/Corporal_(band),Alternative rock|Experimental rock,2002,0
corrin campbell,http://dbpedia.org/resource/Corrin_Campbell,Alternative rock|Rock music,2008,0
corrupt absolute,http://dbpedia.org/resource/Corrupt_Absolute,Heavy metal,1993,0
cotton jones,http://dbpedia.org/resource/Cotton_Jones,Baroque pop,2008,0
couch flambeau,http://dbpedia.org/resource/Couch_Flambeau,Punk rock,1981,0
count five,http://dbpedia.org/resource/Count_Five,Garage rock|Psychedelic rock,1964,1969
count zero,http://dbpedia.org/resource/Count_Zero_(band),Pop rock,1996,0
counterfit,http://dbpedia.org/resource/Counterfit,Progressive rock,1999,2004
course of nature,http://dbpedia.org/resource/Course_of_Nature,Alternative rock|Hard rock,2001,2011
coven,http://dbpedia.org/resource/Coven_(band),Heavy metal|Psychedelic rock,1968,1975
cozzetti & gemmill,http://dbpedia.org/resource/Cozzetti_&_Gemmill,Jazz fusion|Jazz rock,1967,0
crack the sky,http://dbpedia.org/resource/Crack_the_Sky,New wave|Progressive rock,1975,1978
cracker,http://dbpedia.org/resource/Cracker_(band),Alternative rock,1990,0
craig's brother,http://dbpedia.org/resource/Craig's_Brother,Punk rock,1995,1995
cranford hollow,http://dbpedia.org/resource/Cranford_Hollow,Rock music,2011,0
crash boom bang,http://dbpedia.org/resource/Crash_Boom_Bang_(band),Pop rock,1999,0
cravin' melon,http://dbpedia.org/resource/Cravin'_Melon,Folk rock|Rock music|Roots rock,1994,2001
crazy horse,http://dbpedia.org/resource/Crazy_Horse_(band),Country rock|Folk rock|Garage rock|Hard rock,1969,0
crazy town,http://dbpedia.org/resource/Crazy_Town,Alternative rock|Rap rock|Rapcore,1995,2003
cream abdul babar,http://dbpedia.org/resource/Cream_Abdul_Babar,Heavy metal|Punk rock,1994,0
creative adult,http://dbpedia.org/resource/Creative_Adult,Alternative rock|Post-punk,2012,0
creeper lagoon,http://dbpedia.org/resource/Creeper_Lagoon,Rock music,1991,0
crime in choir,http://dbpedia.org/resource/Crime_in_Choir,Progressive rock,2000,0
crimson,http://dbpedia.org/resource/Crimson_(Music),Heavy metal,1988,1995
crimson glory,http://dbpedia.org/resource/Crimson_Glory,Heavy metal,1979,1979
critical mass,http://dbpedia.org/resource/Critical_Mass_(American_band),Punk rock,1992,1992
crocodiles,http://dbpedia.org/resource/Crocodiles_(band),Psychedelic rock,2008,2008
crossing rubicon,http://dbpedia.org/resource/Crossing_Rubicon,Heavy metal,2010,0
crumbächer,http://dbpedia.org/resource/Crumbächer,New wave,1980,1989
crunt,http://dbpedia.org/resource/Crunt,Alternative rock|Garage rock|Noise rock,1993,1995
cruzados,http://dbpedia.org/resource/Cruzados,Rock music,1984,1988
cryptacize,http://dbpedia.org/resource/Cryptacize,Art rock,2007,2009
crystal skulls,http://dbpedia.org/resource/Crystal_Skulls,Indie rock|Indietronica,2004,2004
crystal stilts,http://dbpedia.org/resource/Crystal_Stilts,Garage rock,2003,0
cstvt,http://dbpedia.org/resource/CSTVT,Indie rock|Indietronica|Punk rock,2008,2013
culann's hounds,http://dbpedia.org/resource/Culann's_Hounds,Indie rock|Indietronica,1999,0
culturcide,http://dbpedia.org/resource/Culturcide,Punk rock,1980,1990
cursive,http://dbpedia.org/resource/Cursive_(band),Indie rock|Indietronica,1995,1998
cyanotic,http://dbpedia.org/resource/Cyanotic_(band),Heavy metal,2002,0
cybotron,http://dbpedia.org/resource/Cybotron_(American_band),New wave,1980,1995
cymbals eat guitars,http://dbpedia.org/resource/Cymbals_Eat_Guitars,Indie rock|Indietronica|Punk rock,2007,0
d generation,http://dbpedia.org/resource/D_Generation,Garage rock,1991,1999
d'molls,http://dbpedia.org/resource/D'Molls,Heavy metal,1984,1991
d.a.r.k.,http://dbpedia.org/resource/D.A.R.K.,Alternative rock,2009,0
d.i.,http://dbpedia.org/resource/D.I._(band),Punk rock,1981,0
dada,http://dbpedia.org/resource/Dada_(band),Alternative rock|Rock music,1992,1999
dads,http://dbpedia.org/resource/Dads_(band),Indie rock|Indietronica,2010,2010
daikaiju,http://dbpedia.org/resource/Daikaiju_(band),Progressive rock,1999,0
dale turner,http://dbpedia.org/resource/Dale_Turner_(songwriter),Progressive rock|Rock music,2004,0
damien deadson,http://dbpedia.org/resource/Damien_Deadson,Heavy metal,2010,0
damn yankees,http://dbpedia.org/resource/Damn_Yankees_(band),Hard rock,1989,1996
damone,http://dbpedia.org/resource/Damone_(band),Hard rock|Power pop,2001,2008
dan reed network,http://dbpedia.org/resource/Dan_Reed_Network,Funk rock,1984,1993
dan sartain,http://dbpedia.org/resource/Dan_Sartain,Punk rock,2001,0
danava,http://dbpedia.org/resource/Danava,Hard rock|Heavy metal|Psychedelic rock,2003,0
dandelion,http://dbpedia.org/resource/Dandelion_(American_band),Alternative rock|Hard rock|Heavy metal,1989,1989
dangerous toys,http://dbpedia.org/resource/Dangerous_Toys,Hard rock|Southern rock,1987,0
daniel amos,http://dbpedia.org/resource/Daniel_Amos,Alternative rock|Country rock|New wave,1974,0
danny and the counts,http://dbpedia.org/resource/Danny_and_the_Counts,Garage rock|Psychedelic rock,1960,1960
danzig,http://dbpedia.org/resource/Danzig_(band),Blues rock|Hard rock|Heavy metal,1987,1987
daphne loves derby,http://dbpedia.org/resource/Daphne_Loves_Derby,Alternative rock|Indie rock|Indietronica,2001,2001
